ay,bleu_ay,bleu_iy,iy,x,z,dblue
यह देखना दिलचस्प होगा कि ओवल में किस टीम का भार न सिर्फ उनकी खेल बल्कि ट्रॉफी बल्कि ट्रॉफी भी है ।,0.2711411622104863,0.21345068982083815,यह देखना दिलचस्प होगा कि 17 मार्च में से टीम का स्तर सिर्फ अपने खेल का स्तर भी रहता है ।,It would be interesting to see which team at Oval raises not only the level of their sport but also the trophy.,"देखना दिलचस्प होगा कि ओवल में कौन सी टीम न केवल अपने खेल का स्तर उठाती है, बल्कि ट्रॉफी भी साथ लेकर जाती है।",0.05769047238964814
क्रिकेट की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,क्रिकेट की खबरों के लिए यहां क्लिक,Click here for cricket news,क्रिकेट की खबरों के लिए यहां क्लिक करें,0.0
खेल की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,खेल की खबरों के लिए यहां क्लिक,Click here for sports news,खेल की खबरों के लिए यहां क्लिक करें,0.0
( के श्रीकांत का कॉलम ),0.08116697886877472,0.06567274736060397,( के . श्रीकांत का कॉलम ),(K. Srikanth Column),(के श्रीकांत कॉलम),0.015494231508170753
"दरअसल , यह अब तक का सबसे रोमांचक वर्ल्ड कप था ।",0.33180774028439425,0.24808415001701817,आपस में यह सबसे रोमांचक विश्व कप के फाइनल रहा ।,"Indeed, this was the most exciting World Cup finals ever.",वाकई ये अब तक का सबसे रोमांचक विश्व कप फाइनल था।,0.08372359026737608
कार्लोस ब्रेथवेट की आक्रामक पारी लाजवाब थी ।,0.5169731539571706,0.5169731539571706,कार्लोस ब्रेथवेट की आक्रामक पारी कमाल थी ।,The aggressive shift of Carlos Braithwaite was amazing.,कार्लोस ब्रेथवेट की आक्रामक पारी अद्भुत थी।,0.0
"वेस्टइंडीज को ईडन गार्डेंस में जिस तरह का समर्थन हुआ , उससे पता चलता है कि कितने इंसान कैसी मांग रहे हैं ।",0.3292010361291119,0.08927574649580801,"ईडन गार्डेंस में जिस तरह वेस्टइंडीज का साथ मिला , उसे देखते हुए यह दिखाता है कि कितने उतार - चढ़ाव हैं ।","The way West Indies got support in the Eden Gardens, it shows how many Canadians are interested.",जिस अंदाज में वेस्टइंडीज को ईडन गार्डेंस में समर्थन मिला उससे पता चलता है कि कैरेबियाई खिलाडिय़ों के कितने चाहने वाले हैं।,0.2399252896333039
क्रिकेट को वेस्टइंडीज से काफी मिल चुका है ।,0.44632361378533286,0.19070828081828378,क्रिकेट से काफी कुछ बदलना पड़ गया है ।,Cricket has got a lot from the West Indies.,क्रिकेट को वेस्टइंडीज से काफी कुछ मिला है।,0.2556153329670491
"वनडे क्रिकेट के शुरुआती चरण में ये मैच रिचर्ड्स , 511 , लॉयड और उनके शानदार गेंदबाजी के साथ बेहद लोकप्रिय हो गया ।",0.13308442527111022,0.21281701380712922,"वनडे क्रिकेट के शुरुआती दौर में इन मैचों में इन मैचों को खिलाने से काफी लोकप्रिय मिला , मतदान , एंडी धीर और उनकी शानदार गेंदबाजी नेचुरल ।","In the early stages of one-day cricket, these games became very popular with Richards, Grannies, Lloyd and their great bowling lineup.","वनडे क्रिकेट के शुरुआती दौर में रिचड्र्स, ग्र्रीनिज, लॉयड और उनकी महान गेंदबाजी लाइनअप से ये खेल काफी लोकप्रिय हुआ।",-0.079732588536019
उन्होंने अपने ही अंदाज में यह खेल खेला ।,0.14258769764520746,0.14258769764520746,उन्होंने अपने ही अंदाज में यह खेल दिखाया ।,He played this game in his own style.,उन्होंने अपने अंदाज में इस खेल को खेला।,0.0
"कैरेबियाई टीम ने अन्य प्रारूपों में टी - 20 की सफलता से भी धूम मचाई , ऐसे में क्रिकेट में इससे ज्यादा साहसी होगा ।",0.059283300616380014,0.09560408787521255,कैरेबियाई टीम ने अन्य प्रारूपों में टी - 20 की सफलता भी टी - 20 की सफलता को भांप लिया ।,"The Caribbean team also reiterates the success of T-20 in other formats, so it will be more adventurous in cricket.",कैरेबियाई टीम टी-20 की सफलता को अन्य फॉर्मेट में भी दोहराती है तो इससे क्रिकेट में और भी रोमांच आएगा।,-0.03632078725883253
[ मर्लोन सैमुअल्स को ] ।,0.3021375397356768,0.08745825313180632,मार्करम को आराम देना ।,Congratulations to Marlon Samuels.,मर्लोन सैमुअल्स को दिल से बधाई।,0.21467928660387048
यह एक शीर्ष स्कोरर और मैन ऑफ द मैच के फाइनल में एक और मैन ऑफ द मैच के खिताब से होना है ।,0.2533098404966104,0.05439330544349821,अभी तक यह है कि दोनों दुनिया विश्व कप में मैच का रुख पलट जाता है ।,It is special to have a top scorer and a man of the match in the two world cup finals.,दो विश्व कप के फाइनल में टॉप स्कोरर और मैन ऑफ द मैच होना खास होता है।,0.19891653505311216
वेस्टइंडीज ने यह साबित कर दिया है कि वे किस तरह से हालात से कैसे निपटना जानते हैं ।,0.06809398432036522,0.1593432683867373,वेस्टइंडीज ने अपनी तरफ से साबित किया है कि उन्होंने कितनी मेहनत की है ।,The West Indies have proved that they have players who know how to deal with situations.,विंडीज ने साबित किया है कि उनके पास ऐसे खिलाड़ी हैं जो परिस्थितियों से निपटना जानते हैं।,-0.09124928406637207
बल्कि उससे उनकी टीम भारत जैसी खिलाड़ी पर निर्भर है ।,0.19561803044642365,0.07393439482604361,बावजूद इसके उनकी टीम इंडिया जैसा कोई खिलाड़ी है ।,Rather than that his team is dependent on a player like India.,बजाय इसके कि उनकी टीम भारत की तरह एक खिलाड़ी पर निर्भर है।,0.12168363562038004
स्पिनर्स का प्रदर्शन भी इस समय शानदार है ।,0.1199014838091355,0.10552670315936319,स्पिनर्स का प्रदर्शन भी इस समय शानदार रहा है ।,The display of spinners is also fantastic this time too.,स्पिनरों का प्रदर्शन इस बार भी शानदार रहा।,0.014374780649772309
इस विश्व कप का ये एक और खास पहलू है ।,0.4832697830906221,0.33932513407933634,इस विश्व कप की यह एक और खास पहलू है ।,This is another special aspect of this World Cup.,ये इस विश्व कप का एक और खास पहलू है।,0.14394464901128573
पिछले तीन विश्व कप में धीमी गेंदबाजों ने काफी प्रभावित किया था ।,0.4605329793777294,0.04286580497900372,पिछले तीन विश्व पायदान पर धीमी गेंदबाजों से काफी नुकसान हुआ ।,In the last three World Cups slow bowlers were greatly impressed.,पिछले तीनों विश्व कप में धीमी गति के गेंदबाजों ने काफी प्रभावित किया था।,0.4176671743987257
सैमुअल बद्री ने लगता कि उन्हें इतनी सम्मान मिली ।,0.13760741415977862,0.11379288211086455,इसके बाद सैमुअल बद्री ने थोड़ी मेहनत की ।,Samuel Badree proved why he got so much respect.,सैमुअल बद्री ने साबित कर दिया कि क्यों उन्हें इतना सम्मान मिलता है।,0.023814532048914067
क्रिकेट के तीनों प्रारूपों में स्पिनरों की भूमिका काफी अहम है ।,0.14595225218307323,0.12090340630072073,निश्चित रूप से क्रिकेट के तीनों प्रारूपों में स्पिनरों की भूमिका बेहद अहम है ।,Definitely the spinners' role is very important in the three formats of cricket.,निश्चित तौर पर स्पिनरों का रोल क्रिकेट के तीनों फॉर्मेट में काफी अहम है।,0.025048845882352497
इसका खामियाज़ा भारत के फाइनल में नहीं होना चाहिए ।,0.2777619034011791,0.05522397783539469,भारत की अंतिम एकादश में यह संभव नहीं आया ।,It was frustrating not to be in India's final.,भारत का फाइनल में नहीं होना निराशाजनक जरूर था।,0.22253792556578444
लेकिन कोलकाता का माहौल रोमांचक था ।,0.30895757752065417,0.30895757752065417,लेकिन कोलकाता का माहौल विवाह गया ।,But Kolkata's atmosphere was thrilling.,लेकिन कोलकाता का माहौल रोमांचित कर देने वाला था।,0.0
मुझे यकीन है कि दर्शकों को अपने घर में खुशी जरूर लौटते हैं ।,0.21142141714303078,0.05816635421147516,मैं निश्चिंत हूं कि दर्शकों को अपने घर में मदद मिलने में ज्यादा विश्वास है ।,I'm sure the audience happily returns to their home.,मुझे यकीन है कि दर्शक खुशी-खुशी अपने घर लौटे।,0.1532550629315556
वेस्टइंडीज की जीत से किसी को भी शिकायत नहीं थी ।,0.26658376817028856,0.16590387014219715,वेस्ट इंडीज की जीत से किसी को कोई संशय नहीं था ।,Nobody was complaining with the victory of the West Indies.,किसी को भी विंडीज की जीत से शिकायत नहीं थी।,0.10067989802809141
भारतीयों का वर्ल्ड कप जीतने वाली उनकी दूसरी पसंदीदा टीम चाहते हैं ।,0.07768562846380175,0.0567967744513558,भारतीयों के अधिकारी विश्व कप जीतने के लिए अपने दूसरे प्रतिभावान खिलाड़ी हैं ।,Crores of Indians wanted their second favorite team to win the World Cup.,करोड़ों भारतीय यही चाहते थे कि उनकी दूसरी फेवरेट टीम विश्व कप जीते।,0.020888854012445952
क्रिकेट की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,क्रिकेट की खबरों के लिए यहां क्लिक,Click here for cricket news,क्रिकेट की खबरों के लिए यहां क्लिक करें,0.0
खेल की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,खेल की खबरों के लिए यहां क्लिक,Click here for sports news,खेल की खबरों के लिए यहां क्लिक करें,0.0
( गावस्कर का कॉलम ),0.10682175159905853,0.10682175159905853,( गावस्कर का कॉलम ),(Gavaskar's column),(गावस्कर का कॉलम),0.0
आइपीएल 2016 का खिताब इसी टीम ने जीतकर इसके हकदार रह गए ।,0.23901088824528133,0.07141816289329643,आइपीएल के खिताब जीत से इस टीम ने जीत के हकदार की थी ।,"The title of the IPL 2016 won by the same team, which was entitled to it.","आइपीएल 2016 का खिताब उसी टीम ने जीता, जो इसकी हकदार थी।",0.16759272535198488
डेविड वार्नर का नेतृत्व हुआ और फाइनल में के अनुसार प्रदर्शन किया ।,0.132963463015737,0.23734497614202335,डेविड वार्नर ने अपनी प्रतिष्ठा में अपनी प्रतिष्ठा के हिसाब से प्रदर्शन किया ।,David Warner led the lead and performed according to his reputation in the final.,डेविड वार्नर ने आगे बढ़कर नेतृत्व किया और फाइनल में अपनी प्रतिष्ठा के अनुरूप प्रदर्शन किया।,-0.10438151312628635
कुछ सेटों के बावजूद उन्होंने अपना ध्यान बिल्कुल भी नहीं सीखा और वो ट्रॉफी जीतने के लिए पूरी तरह से प्रतिबद्ध थी ।,0.1621733103782632,0.18331704949485053,कुछ कड़े तो उन्होंने अपने गेम सभी का स्तर ऊंचा किया और वह पूरी तरह से जीतने के लिए पूरा मजाक थे ।,"Despite some disappointments, he did not remove his focus at all and he was fully committed to winning the trophy.",कुछ निराशाओं के बावजूद उनका फोकस बिल्कुल भी नहीं हटा और वह पूरी तरह से ट्रॉफी जीतने के प्रति प्रतिबद्ध रहे।,-0.021143739116587318
कप्तान वार्नर की बल्लेबाजी और क्षेत्ररक्षण शानदार रहे और इस वजह से उन्हें टीम का खिताब गवांना पड़ा ।,0.22537412722674852,0.2338135381601261,कप्तान वार्नर की बल्लेबाजी और क्षेत्ररक्षण शानदार थे और इससे उन्होंने टीम को खिताब जीत दिलाई ।,"Captain Warner's batting and fielding were fantastic, and this helped him win the team title.",कप्तान वार्नर की बल्लेबाजी और फील्डिंग शानदार रही और इसी से टीम खिताब जीतने में कामयाब हो पाई।,-0.008439410933377578
जहां दूसरों को उनसे ज्यादा मदद नहीं मिली थी ।,0.16784459625186196,0.19070828081828378,जबकि अन्य चीज उनसे ज्यादा मदद नहीं चुनते ।,While others did not receive much help from them.,जबकि दूसरों से उन्हें बहुत ज्यादा मदद नहीं मिली।,-0.02286368456642182
गेंदबाजी में निश्चित तौर पर आशीष नेहरा और पर्पल कैप विजेता भुवनेश्वर कुमार का समर्थन जरूर मिला ।,0.4354294657746997,0.030098043843528283,गेंदबाजी निश्चित तौर पर अमला का साथ देने वाली गेंदबाजी से निश्चिततौर पर गेंदबाजी जरूर मिली ।,Bowling definitely got support from Ashish Nehra and Purple Cap winner Bhuvneshwar Kumar.,गेंदबाजी में जरूर उन्हें आशीष नेहरा और पर्पल कैप विजेता भुवनेश्वर कुमार से सहयोग मिला।,0.40533142193117144
दुर्भाग्य से नेहरा चोटिल हो गए थे लेकिन उसके बाद वो छींटाकशी ने कमान संभाली ।,0.14247788801610148,0.11794224053267101,"दुर्भाग्य से नेहरा को मध्यक्रम में चोटिल हो रहे थे , लेकिन उस उपलब्धि ने कमान संभाली थी ।",Unfortunately Nehra was injured in the middle but after that Muftifizur took charge.,"दुर्भाग्य से नेहरा बीच में ही चोटिल हो गए, लेकिन इसके बाद मुस्ताफिजुर ने कमान संभाली।",0.02453564748343047
"इस गेंदबाज ने ' ट्रेसर ' को बताया , ने शानदार यॉर्कर और उसके साथ रहने की , तो भुवनेश्वर ने भी ऐसा करने से इनकार कर दिया ।",0.15581581442301567,0.11865659854763388,"गेंदबाज , आईपीएल , फिलेंडर और टिवगेंदबाज ने तो ऐसा किया , बल्कि भुवनेश्वर ने भी ऐसा ही किया ।","The bowler, called 'Fitz', cast a brilliant Yorker and while staying with him, Bhuvneshwar also learned to do this.",'फिज' नाम से पुकारे जाने वाले इस गेंदबाज ने शानदार यॉर्कर डाली और उनके साथ रहते हुए भुवनेश्वर ने भी ऐसा करना सीखा।,0.03715921587538179
टूर्नामेंट का अंत तक उसने बांग्लादेशी गेंदबाज से बेहतर यॉर्कर फेंकनी शुरू की ।,0.1392600661143618,0.1203921753741131,टूर्नामेंट के अंत में भी उन्होंने बांग्लादेशी गेंदबाज की तुलना में ज्यादा अच्छा यॉर्कर बेहतर किया ।,Even by the end of the tournament he started throwing a better yorker than the Bangladeshi bowler.,यहां तक कि टूर्नामेंट के अंत तक वह बांग्लादेशी गेंदबाज से ज्यादा बेहतर यॉर्कर फेंकने लगे।,0.018867890740248708
हैदराबाद की फील्डिंग भी कुछ नरम मामलों के अलावा अच्छी होती है ।,0.22997519112894443,0.22434531552409884,हैदराबाद की फील्डिंग भी कुछ कड़े के लिए अच्छी रहती है ।,The fielding of Hyderabad is also good except for some catastrophic matters.,कुछ कैच छूटने के मामलों को छोड़कर हैदराबाद की फील्डिंग भी अच्छी रही।,0.005629875604845597
जब कोई टीम फाइनल में 200 से अधिक का स्कोर बना लेती है तो उसे हराना काफी मुश्किल हो जाता है ।,0.36227557436010244,0.19599458003391504,"जब किसी टीम को भी फाइनल में 200 से अधिक का स्कोर खड़ा करता होता है , तो उन्हें हराना मुश्किल हो जाता है ।","When a team makes a score of more than 200 in the final, it becomes very difficult to beat them.","जब कोई टीम फाइनल में 200 से ज्यादा का स्कोर बनाती है, तो उन्हें हराना बेहद मुश्किल हो जाता है।",0.1662809943261874
लेकिन क्रिस गेल और विराट कोहली ने ये काम शतकीय साझेदारी कर शतकीय साझेदारी को अंजाम दिया ।,0.4293663233009672,0.4134563768354529,लेकिन क्रिस गेल और विराट कोहली ने शतक लगाकर इस काम को बेहद आसान से समझा ।,But Chris Gayle and Virat Kohli made this work very easy by a century partnership.,लेकिन क्रिस गेल और विराट कोहली ने शतकीय साझेदारी कर इस काम को बहुत आसान बना दिया था।,0.015909946465514302
जब रॉयल चैलेंजर्स बेंगलुरु की टीम तो जीत ही लेती थी तो वहीं बेन कटिंग ने गेल को धीमी लेग की गेंद से आउट किया था ।,0.09386755611629292,0.07742636410962779,"जब ऐसा लग रहा था कि मानो रॉयल चैलेंजर्स बेंगलुरु की टीम रॉयल चैलेंजर्स बेंगलुरु से भी कुछ ओवरों पहले जीत दर्ज कर लेगा , बेन स्टोक्स ने धीमी लेग से बल्लेबाजी की ।","When it seemed as if the team of Royal Challengers Bangalore would win the match a few overs ago, Ben Cutting dismissed Gayle with a slow leg cutter.","जब यह लगने लगा था कि रॉयल चैलेंजर्स बेंगलूर की टीम कुछ ओवर पहले ही मैच जीत लेगी, बेन कटिंग ने धीमी लेग कटर से गेल को आउट कर दिया।",0.016441192006665134
पहले बल्लेबाजी करते हुए उनकी आतिशी पारी की वजह से हैदराबाद 200 के स्कोर तक पहुंच पाया था ।,0.43456737599576506,0.17923344640485428,पहले बल्लेबाजी करते हुए उनके प्रेरक पारी की वजह से हैदराबाद को 200 के स्कोर तक पहुंचा गया था ।,"Earlier, while batting, due to his horoscope innings, Hyderabad had reached 200 score points.",इससे पहले बल्लेबाजी करते हुए उनकी आतिशी पारी की बदौलत ही हैदराबाद 200 के पार स्कोर को पहुंचा पाया था।,0.2553339295909108
"इसके बावजूद बेंगलुरु के हाथ में मैच हुआ , क्योंकि कोहली और एबी डिविलियर्स क्रीज पर थे ।",0.24202875575621302,0.16153228406487222,"इसके बावजूद बेंगलूर में भी कोई मैच नहीं था , कोहली और एबी डिविलियर्स क्रीज पर थे ।","Despite this, there was a match in Bangalore's hand, as Kohli and AB De Villiers were on the crease.","इसके बावजूद बेंगलूर के हाथ में मैच था, क्योंकि क्रीज पर कोहली और एबी डीविलियर्स थे।",0.0804964716913408
लेकिन कोहली ने एक ओवर में 12 रन बनाने के बावजूद थोड़ी लापरवाही की और उसके बाद डिविलियर्स आउट हो गए ।,0.49419803623818875,0.39835012103617384,मगर एक ओवर में 12 रन बनाने के बावजूद थोड़ी सी नमी और उसके बाद डिविलियर्स बाहर हो गए ।,"But Kohli, despite making 12 runs in an over, was slightly negligent and after that De Villiers was out.",लेकिन कोहली एक ओवर में 12 रन बनाने के बावजूद थोड़ी लापरवाही कर गए और इसके बाद डीविलियर्स भी आउट हो गए।,0.09584791520201491
बेंगलुरु पर यह जुनून है ।,0.05815868174415821,0.05669791110976,बुधवार को इस फैसले पर दबाव बना हुआ ।,This triggered the pressure on Bangalore.,इससे बेंगलूर पर फिर से दबाव आ गया।,0.0014607706343982077
दुर्भाग्य से युवा सरफराज को पिछले कुछ मैचों से बाहर रखा गया था ।,0.7577395672414201,0.2460137257692754,दुर्भाग्य से युवा अलजारी जोसेफ को आखिरी कुछ मैचों से बाहर हो गया था ।,Unfortunately the young Sarfraj was excluded from the last few matches.,दुर्भाग्य से युवा सरफराज को पिछले कुछ मैचों से बाहर रखा गया।,0.5117258414721447
ऐसे में बेहतर बल्लेबाज उनसे बेहतर साबित नहीं हो सकते ।,0.17095746935849984,0.17095746935849984,ऐसे में बेहतर बल्लेबाज उनसे बेहतर साबित नहीं हो सका ।,"In such a situation, the better batsman could not prove any better than him.",ऐसी स्थिति में उनसे बेहतर बल्लेबाज कोई और साबित नहीं हो सकता था।,0.0
"बैंगलोर ने मैच में 11 वाइड गेंदें भी फेंकी , जबकि सनराइजर्स ने सिर्फ चार डिमेरिट गेंदे बनाए ।",0.388172465412544,0.1665240823401981,"बेंगलूर ने मैच में भी लाजवाब गेंदों हासिल किए , जबकि सनराइजर्स ने महज चार पायदान पर महज चार रन बनाए ।","Bangalore also threw 11 wide balls in the match, while Sunrisers made just four wides.","बेंगलूर ने मैच में 11 वाइड गेंद भी फेंकी, जबकि सनराइजर्स ने सिर्फ चार वाइड कीं।",0.2216483830723459
सात मैचों की इस मैच में जीत और हार का अंतर है ।,0.48633831680799433,0.15727800941615355,सात मैचों में यह जीत और हार के अंतर का अंतर है ।,This is the difference between victory and defeat in the seven-match match.,यही सात रन मैच में जीत और हार का अंतर बने।,0.3290603073918408
"भले ही उसे यह भी है , आइपीएल इतिहास का ये सबसे रोमांचक फाइनल था ।",0.12874330508144838,0.11203754340102182,वर्षा की बारिश के बावजूद आइपीएल के सबसे रोमांचक फाइनल की सबसे यादगार फाइनल यह थी ।,"Regardless of whoever it is, this was the most exciting final of the history of IPL.","खैर चाहे जो भी हो, लेकिन आइपीएल के इतिहास का यह सबसे रोमांचक फाइनल था।",0.016705761680426562
यह सभी का आनंद लिया गया है ।,0.05522397783539471,0.0,यह सब सराहनीय रहा ।,All of this has been enjoyed.,इसका सभी ने लुत्फ उठाया।,0.05522397783539471
दोनों टीमों को हार देने को तैयार नहीं थे ।,0.17747405280050263,0.30661487102926754,दोनों ही टीमें हार को बचाए रखने को तैयार नहीं थे ।,Both teams were not ready to give up.,दोनों ही टीमें हार मानने को तैयार नहीं थीं।,-0.12914081822876491
"आप कह सकते हैं कि इस मैच में सनराइजर्स ने तकनीकी रूप से जीत दर्ज की , लेकिन बैंगलोर ने अंत तक भी हार नहीं मानी ।",0.27935069213733155,0.49539605131242165,"आप कह सकते हैं कि इस मैच में सनराइजर्स का पलड़ा भारी है , लेकिन बेंगलूर ने भी अंत तक हार नहीं मानी ।","You can say that in this match, Sunrise was technically won, but Bangalore did not give up even by the end.","आप कह सकते हैं कि इस मुकाबले में तकनीकी रूप से सनराइजर्स की विजय हुई, लेकिन बेंगलूर ने भी अंत तक हार नहीं मानी।",-0.2160453591750901
क्रिकेट की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,क्रिकेट की खबरों के लिए यहां क्लिक,Click here for cricket news,क्रिकेट की खबरों के लिए यहां क्लिक करें,0.0
खेल की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,खेल की खबरों के लिए यहां क्लिक,Click here for sports news,खेल की खबरों के लिए यहां क्लिक करें,0.0
( गावस्कर का कॉलम ),0.10682175159905853,0.10682175159905853,( गावस्कर का कॉलम ),(Gavaskar's column),(गावस्कर का कॉलम),0.0
होबार्ट में एक शानदार जीत के साथ दक्षिण अफ्रीका ने ऑस्ट्रेलिया के खिलाफ अपना लक्ष्य बनाए रखा है ।,0.5184341074271375,0.24623953025272613,साथ ही दक्षिण अफ्रीका में शानदार जीत के साथ - साथ अपना लक्ष्य बनाए रखा है ।,"With a spectacular win in Hobart, South Africa have maintained their goal against Australia.",होबार्ट में शानदार जीत के साथ दक्षिण अफ्रीका ने ऑस्ट्रेलिया के खिलाफ अपनी लय कायम रखी है।,0.2721945771744113
इससे पहले उसने घरेलू मैदान पर पांच मैचों की सीरीज में क्लीन स्वीप किया था ।,0.5681096832337497,0.47024301588843226,इससे पहले उन्होंने पांच मैचों की सीरीज में क्लीन स्वीप किया था ।,"Earlier, he had clean sweep in the five-match series on home ground.",इससे पहले उन्होंने घरेलू मैदान पर पांच वनडे मैचों की सीरीज में क्लीन स्वीप किया था।,0.0978666673453174
मौजूदा सीरीज़ में सिर्फ एक टेस्ट ही बाकी है और वे स्टीवन स्मिथ की टीम के खिलाफ एक और क्लीन स्वीप करने की कोशिश करेंगे ।,0.6386441882002966,0.4531144400495292,मौजूदा सीरीज में सिर्फ एक टेस्ट छोड़ चुके हैं और वे स्टीवन स्मिथ की टीम के खिलाफ एक और प्रभावशाली शतक बनाने की कोशिश करेंगे ।,There is only one Test left in the current series and they will be trying to make another clean sweep against Steven Smith's team.,मौजूदा सीरीज में भी अब सिर्फ एक टेस्ट बचा है और वे स्टीवन स्मिथ की टीम के खिलाफ एक और क्लीन स्वीप करने की कोशिश में होंगे।,0.18552974815076734
ऑस्ट्रेलिया ने सोचा होगा कि डेल स्टेन के कंधे की चोट के कारण चीजें उनके लिए आसान होगी ।,0.5909108623105979,0.3914887068757126,ऑस्ट्रेलिया ने सोचा होगा कि डेल स्टेन के स्पैल की वजह से चीजें उनके लिए आसान होगा ।,"Australia would have thought that due to Dale Steyn's shoulder injury, things would be easy for him.",ऑस्ट्रेलिया ने सोचा होगा कि डेल स्टेन के कंधे की चोट के चलते बाहर होने से उनके लिए चीजें आसान होंगी।,0.19942215543488528
छह महीने का मतलब यह हुआ कि वह मौजूदा सीजन में नहीं खेल पाएंगे ।,0.16937251755859037,0.22537412722674852,छह महीने तक छह महीने से बाहर हो जाइए कि वह मौजूदा सत्र में भी मौजूदा सत्र में ।,Being out for six months means that he will not be able to play in the current season.,छह महीने के लिए बाहर होने का मतलब यही है कि वह मौजूदा सत्र में नहीं खेल पाएंगे।,-0.05600160966815815
लेकिन अपना स्थान लेने वाले काइल एबॉट ने शानदार प्रदर्शन किया ।,0.5156626918239822,0.06772997136689071,"लेकिन अधिकारी , जिसने शानदार प्रदर्शन करते हुए शानदार प्रदर्शन किया ।","But Kyle Abbott, who took his place, performed brilliantly.",मगर उनकी जगह लेने वाले काइल एबॉट ने शानदार प्रदर्शन किया।,0.4479327204570914
वर्नोन फिलेंडर ने होबार्ट की परिस्थितियों का पूरा फायदा उठाया और ऑस्ट्रेलियाई बल्लेबाजों को उम्दा स्विंग के साथ परेशान किया ।,0.5386933265263314,0.19721629147321362,आपस में किस्से सुनाना और उन्होंने शानदार तरीके से ऑस्ट्रेलियाई बल्लेबाजों को परेशान किया ।,Vernon Philander took full advantage of Hobart's conditions and troubled Australian batsmen with a fine swing.,वर्नेन फिलेंडर ने होबार्ट की परिस्थितियों का पूरा फायदा उठाया और उम्दा स्विंग से ऑस्ट्रेलियाई बल्लेबाजों को परेशान किया।,0.3414770350531178
ऑस्ट्रेलिया ने एक बार फिर 100 रन के अंदर ढेर हो गए ।,0.22629440039452794,0.22894156860669912,100 रन के अंदर एक बार फिर ऑस्ट्रेलिया ने एक बार फिर से कमाल की ।,Australia once again stacked under 100 runs,ऑस्ट्रेलिया एक बार फिर से 100 रन के भीतर ढेर हो गया।,-0.002647168212171175
दक्षिण अफ्रीका ने पूरी प्रतिबद्धता के साथ बल्लेबाजी करते हुए बड़ी बढ़त सुनिश्चित की ।,0.8507331335123524,0.08847487574766279,दक्षिण अफ्रीका के साथ पूरी प्रतिबद्धता से बल्लेबाजी कर रहे दक्षिण अफ्रीका को बड़ी बढ़त मिलती है ।,"South Africa, with full commitment, ensure a big edge while batting.",दक्षिण अफ्रीका ने पूरी प्रतिबद्धता के साथ बल्लेबाजी करते हुए बड़ी बढ़त सुनिश्चित की।,0.7622582577646896
हालांकि वे शुरुआत में संघर्ष करना पड़ा और उनके पांच विकेट कम स्कोर पर गिर गए ।,0.7297627709554282,0.17696061128311283,हालांकि वे शुरुआत करते थे और कम स्कोर पर उनके पांच विकेट गिर गए थे ।,Although they initially had to struggle and their five wickets fell on a low score.,हालांकि शुरुआत में उन्हें संघर्ष करना पड़ा और उनके पांच विकेट कम स्कोर पर गिर गए थे।,0.5528021596723154
"हालांकि , क्विंटन डी कॉक के रूप में उन्हें जबरदस्त विकेटकीपर मिला ।",0.3541698766144061,0.31535540524901323,"हालांकि , डिविलियर्स के रूप में उन्हें राजनीतिज्ञों के रूप में बहुत शानदार विकेटकीपर मिला ।","However, he got a very great wicketkeeper in the form of Quinton de Kock.",हालांकि क्विंटन डि कॉक के रूप में उन्हें बहुत शानदार विकेटकीपर मिला है।,0.038814471365392844
उन्होंने एक बेहतरीन शॉट से एक बेहतरीन शॉट लगाकर दक्षिण अफ्रीका को आवश्यक अतिरिक्त रनों के साथ साझेदारी दी ।,0.17081757135480377,0.15493440705363096,उन्होंने एक आतिशी शॉट से दक्षिण अफ्रीका के साथ शतक लगाया और क्लासेन के साथ साझेदारी की ।,He scored a century with a fine shot and partnership with Buwama provided South Africa with the required extra runs.,उन्होंने बेहतरीन शॉट से भरपूर शतक लगाया और बुवामा के साथ साझेदारी ने दक्षिण अफ्रीका को जरूरी अतिरिक्त रन दिए।,0.015883164301172814
इसलिए वह बल्लेबाज के करीब फील्डर को ही लगा सकते थे ।,0.22416933501922293,0.18044386129753434,इसी वजह से वह फील्डर के लगाए गए ।,That's why he could put the fielder closer to the batsman.,इसी वजह से वे बल्लेबाज के करीब फील्डर लगा सके।,0.043725473721688585
